"Date","Host","State","Collection","SiteName","SiteID","Path","Protocol","Port","Header","AuthAnon","AuthBasic","AuthWin","Status","runTime","PipeLineMode","bitEnabled","FileName"
"06202016","VMAEPHQWS210","fleet","","fleet","23","D:\WebContent\fleet","http","80","fleet.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fossilhydro","","fossilhydro","24","D:\WebContent\fossilhydro","http","80","fossilhydro-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fossilhydro","","fossilhydro","24","D:\WebContent\fossilhydro","http","80","fossilhydro","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fossilhydro","","fossilhydro","24","D:\WebContent\fossilhydro","http","80","fossilhydro.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fundamentals","","fundamentals","66","D:\WebContent\fundamentals","http","80","fundamentals-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fundamentals","","fundamentals","66","D:\WebContent\fundamentals","http","80","fundamentals","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","fundamentals","","fundamentals","66","D:\WebContent\fundamentals","http","80","fundamentals.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation","","generation","25","D:\WebContent\generation","http","80","generation-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation","","generation","25","D:\WebContent\generation","http","80","generation","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation","","generation","25","D:\WebContent\generation","http","80","generation.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation2015","","generation2015","26","D:\WebContent\generation2015","http","80","generation2015-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation2015","","generation2015","26","D:\WebContent\generation2015","http","80","generation2015","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","generation2015","","generation2015","26","D:\WebContent\generation2015","http","80","generation2015.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","gifts","","gifts","67","D:\WebContent\gifts","http","80","gifts-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","gifts","","gifts","67","D:\WebContent\gifts","http","80","gifts","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","gifts","","gifts","67","D:\WebContent\gifts","http","80","gifts.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hp","","hp","68","D:\WebContent\hp","http","80","hp-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hp","","hp","68","D:\WebContent\hp","http","80","hp","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hp","","hp","68","D:\WebContent\hp","http","80","hp.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hpi","","hpi","69","D:\WebContent\hpi","http","80","hpi-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hpi","","hpi","69","D:\WebContent\hpi","http","80","hpi","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hpi","","hpi","69","D:\WebContent\hpi","http","80","hpi.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hpi","2","hpi-2-0","90","d:\WebContent\hpi-2-0","http","80","hpi-2-0","True","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","hr-pr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","hr","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","hr.aepsc.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","psporta.aep.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","hr.aep.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","https","443","psporta.aep.com","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
"06202016","VMAEPHQWS210","hr","","hr","27","D:\WebContent\hr","http","80","hr-pr-210","False","False","True","Started","v4.0","Integrated","False","vmaephqws210_WebSiteProperties.csv"
